,sentence,word_count,index
267,"This outlet, blocked by an immobile booth, serves no purpose but to taunt me.",14,267
268,"#SXSW {link} #SXSW #macallan A formula for a successful day at SXSW - good sessions, my iPad, and a glass of MacAllan single malt.",24,268
269,"{link} RT @mention At SXSW, Apple schools the marketing experts: {link} via @mention #sxsw #apple #marketing Hey @mention why not roll a tractor trailer or 2, full of iPads into #SXSW, I bet you would sell the entire inventory out!",40,269
270,#justsaying Was shocked to see Google showcasing Blogger at #SXSW - thought they completely forgot about that service - or is that just me?,24,270
271,is anyone attending to the google &amp; aclu party @mention sxsw?,11,271
272,if so could you plz up some pictures?,8,272
273,thanks!,1,273
274,#sxsw Waiting in line for the iPad 2.,8,274
275,They said they may have some left...crossing my fingers.,9,275
276,"#sxsw RT @mention Just in time for #SXSW, @mention has it's own NFC enabled google places door sticker!",18,276
277,"{link} RT @mention iPad is its own thing - in addition to, not in place of print - @mention cuts through the #sxsw b.s.",24,277
278,at #newsapps panel RT @mention At #SXSW conf and 1 out of every 200 people have a Mac or Ipad (including me).,22,278
279,What happened to the PC?,5,279
280,Is it becoming obsolete?,4,280
281,David Carr (NYT) is in Austin giving a drunken interview on CNN.,12,281
282,He wants an app to transport him around NYC while he sits on his iPad #sxsw Damn!,17,282
283,"Apple knows how to do it like no other:  Before It Even Begins, Apple WinsåÊSXSW {link} via @mention #SXSW And it should go without saying.... google bread is going to be AMAZING!!!!",32,283
284,"#sxsw #googlebread #SXSW Tradeshow floor: Engage w/ our multi-touch interactive wall, take part in an Augmented Reality in 3D and enter to win an iPad.",25,284
285,Every outlet in this bar has an iPhone charger in it.,11,285
286,#sxsw (@mention The Driskill Hotel Bar w/ 16 others) [pic]: {link} google is saving users 2 years of time with gps navigation using alternate routes w traffic #sxsw RT @mention Get it while it's hot!,35,286
287,"The latest version of Whrrl is available today for Android, iPhone - and Blackberry!",14,287
288,WHRRL FOR BLACKBERRY!,3,288
289,:-) #SXSW What do people think of the rumored &quot;social networking&quot; program from #Google called #Circles.,16,289
290,Are they too late to the game?,7,290
291,"#SXSW Popup store de gadgets da Apple no #SXSW {link} {link} #TC #google #sxsw Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million... {link} RT @mention Google Art Project - like street view, except in art museums around the world.",45,291
292,Incl.,1,292
293,7 BILLION pixel image of Starry Night.,7,293
294,Dang!,1,294
295,"#sxsw 3G is sketchy in Austin for #sxsw, yet @mention still works on my iPhone.",15,295
296,"Don't know why, not sure if I need to, but I love it.",13,296
297,"HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link} It's official: people using the iPad 2 to take photos just look weird.",25,297
298,#SXSW Any iPAD2's left at the Apple store at #SXSW?,10,298
299,Anyone know?,2,299
300,:) What a great blog on the latest news of #SXSW ... like the opening of an #Apple store?,19,300
301,{link} #sxsw2011 @mention RT @mention Shut.,6,301
302,Up.,1,302
303,RT @mention It's not a rumor: Apple is opening a temp store in downtown Austin for #SXSW &amp; the iPad 2 launch.,22,303
304,"{link} Flipboard's next platform will be the iPhone, CEO @mention says #sxsw Wanna 5'6&quot; chinese dude as your bff?",19,304
305,Bring me an effen iPhone charger #sxsw Very interesting.,9,305
306,"RT @mention Apple to Open Pop-Up Shop at SXSW {link} #sxsw #sxswi #popupshop #apple check this out {link} - cool geo-location app for #iPhone, mixing music and parties at #SXSW with #maps I'm going next year... @mention does the #iphone at the price point of $49.99 make that even more of an explosion?",53,306
307,How do carriers work on plans?,6,307
308,"#SXSW #bolinsxsw RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today  at #SXSW {link} RT @mention Apple sets up temporary Austin store to serve the hordes of iPad 2 purchasers at #sxsw {link} Kinda giddy about #TheIndustryParty with #Google (&amp; more) at #GSDM.",47,308
309,"Finally, the fun comes to us non #SWSurrogates.",8,309
310,#sxsw #notpouting Reason 19: Keep Parakeets employed!,7,310
311,{link} Keep track of where the ladies are at #SXSW {link} @mention Apple popup store!,15,311
312,"#SXSW  @mention Apple Store, SXSW {link} #photo I wonder how #google Places and Hotpot will impact the usage of things like #Yelp.",22,312
313,"#MarissaGoogle #sxsw RT @mention #SXSW quote of the day on iPad interface design: &quot;...If not relatable, discoverable.&quot; #iPad #digital Google doodles aim to bring people together socially, promote communal experience.",30,313
314,#sxsw #GoogleDoodles Playing &quot;People Are People&quot; at the Google #SXSW party!!!,11,314
315,Depeche Mode FTW!!!,3,315
316,"RT @mention An awesome FREE iPhone app for keeping track of friends and meeting up and finding people for #SXSW {link} RT @mention RT @mention Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW me liberty and/or a free #sxswpass Google Circles.",48,316
317,A new social networking platform.,5,317
318,{link} So this is the new Facebook?,7,318
319,#SXSW There are lots of other Google efforts helping Japan!,10,319
320,and many other global issues.,5,320
321,:)  RT @mention RT @mention wtf is up w/people at #sxsw Line for the Google and Bing pagerank session #crazy #sxsw Porting everything to my new Ipad2 before I head off to #SxSW on Sunday.,35,321
322,Syncing over 3K songs takes a while.,7,322
323,#apple Attending TV + New Media = Formula for Success at #sxsw.,12,323
324,Seeing a lot of iPad 2's around here.,8,324
325,"Arrived early to get prime seats for presentation by Google's Marissa Mayer #SXSW -KEK @mention I did not know Lightbox was an android app until #SXSW #hhrs Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention   #SXSW #ScreenFuture Just walked past the supposed #Apple #SxSW temp store downstairs @mention and the apple cult was outside taking photos on iphones.",66,325
326,Google Launching Secret New Social Network Called &quot;Circles&quot; #SXSW Night is ending in fireside Pictionary at the W. On an iPad.,21,326
327,"#sxsw #werdorks Sounds like Buzz rebranded w/an inner circle  RT @mention Google to Launch New Social Network: &quot;Circles&quot; {link} #sxsw Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw&quot; No Droid?",35,327
328,Not surprised.,2,328
329,"RT @mention spotted at #sxsw: table of three people with 8 phones, an iPad and a MacBook out.",18,329
330,#gadgetoverload Tomorrow I go back to the Apple store... *sigh* #sxsw RT @mention Media Circus: Guy walks out of Apple's popup store at #SXSW with 1st #iPad2 now.,28,330
331,In Austin at 6th &amp; Congress.,6,331
332,"{link} Google to launch major new social network called Circles, possibly today at SXSW: {link} #sxsw #nfusion RT @mention ÷¼ Happy Woman's Day!",23,332
333,"Make love, not fuss!",4,333
334,"÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw #Pakistan #cwc2011 RT @mention The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link} Off to get my badge.",41,334
335,Then to find food and drink.,6,335
336,Then figure out why my @mention iPhone is NOT roaming at #sxsw.,12,336
337,Then unpack.,2,337
338,Priorities RT @mention Partying with #Android and @mention #sxsw @mention Lustre Pearl {link} RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white RT @mention Love it.,31,338
339,"@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; ÛÏ@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.Û Interesting tidbit:  apple designed the iPad 2 case before designing the actual device.",52,339
340,"#sxsw RT @mention For those #notatSXSW (or at #SXSW), here's {link} Free to download and meet nearby peps Looking for a cool new #iPhone twitter app to track the action at #sxsw this week, check out {link} #tweetignite RT @mention Google's Marissa Mayer: &quot;The mobile phone is a cursor that connects the physical and digital worlds.&quot; #sxsw giving added value to location based services needs to battle check-in fatigue #google #pnid #sxsw will Google reveal a new social network called Circles?",81,340
341,#Google #Facebook #Twitter #SXSW {link} (via @mention Buying 2 new iPad's with @mention #geekdate #apple #sxsw #ipad2 Apple opens #popup shop at #SXSW.,23,341
342,"{link} via @mention #in  #brand #values #design #innovation iPad 2 and Its Rivals: How They Stack Up {link} #bnet #biz #ipad2 #apple #sxsw #ipad #tablet #xoom #tech #laptop #pics #sale If someone in Austin will let me borrow their iPhone charger for a short time, I will heart you for a long time.",53,342
343,"#sxsw RT @mention Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW.",36,343
344,Yep.,1,344
345,"{link} #cnet Instagram photo by iamtimbaker: Google's 1980's #SXSW Party with @mention {link} Checking out Q&amp;A With Google &amp; Bing On Website Ranking at #SXSW #qagb RT @mention Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link} Even the security guard at the popup apple store in Austin loves the new iPad #sxsw  {link} Epic.",63,345
346,There's just one guy waiting in line for the iPad 2 in Austin at SXSW.,15,346
347,{link} #sxsw #ipad #ipad2 Finally with a picture!,8,347
348,RT @mention Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #sxsw ...and @mention seems to be holding up well.,21,348
349,Surprisingly.,1,349
350,Big event!,2,350
351,#sxsw #lxh #google Looking forward to delicious T-Mobile 4G here in Austin while iPhone users struggle to do anything.,19,351
352,"#SXSW #sxsw anyone here need an iPhone cable I have extras -  tweet me ;) One lone dude awaits iPad 2 at AppleÛªs SXSW store {link} #Apple #iPad2 #SXSW #tablets Use question/answer, ask/receive kind of model in iPad app design.",40,352
353,Give and take.,3,353
354,Entice them to ask more.,5,354
355,@mention #tapworthy #sxsw SKORE &gt; @mention Heard about Apple's pop-up store in downtown Austin?,14,355
356,Pics are already on Gowalla: {link} #sxsw #iPad2 (via @mention #SXSW 2011: The #Google and #Bing smackdown in all its bloody banality {link} Won 2nd place in Fandango karaoke.,29,356
357,1st prize was 1 yr Fandango tkts - useless in Canada.,11,357
358,2nd prize *is* more useful: an iPad!,7,358
359,"#sxsw Line is crazy long at #sxsw Apple store for #iPad2 Art From the #iPad on view daily for #sxsw + free coffee, iDevice recharging at @mention åÇ Austin Details {link} Mashable was there to talk to line takers, many of whom spent the better part of the ...  #ipad #sxsw #gadgets {link} I'm headed down to #SXSW to hear a talk on integrated social network dynamics and team synergy.",70,359
360,I've got my iPad ready to go.,7,360
361,"I'd love it if Google said, &quot;Why do you want to know?&quot; #sxsw Apple on Congress.",16,361
362,Nice.,1,362
363,"RT @mention Apple set to open popup shop in core of SXSW action {link} #SXSW #Apple RT @mention Google to launch new social network Circles, linking u more closely to peeps u connect w/most.",34,363
364,possibly today @mention #sxsw!,4,364
365,Startups are talking to the captive audience here in the Apple store line.,13,365
366,Very smart idea.,3,366
367,Why aren't more doing it?,5,367
368,#SXSW Have you ever seen someone pay to have a guy wait in line for them for an Apple device?,20,368
369,"Yeah, I just did that.",5,369
370,"#Lame #sxsw RT @mention Google's Marissa Mayer demo'ing &quot;contextual discovery&quot; - using where you are, your history, time of search to refine results.",23,370
371,#sxsw Wonder how many sold at #SXSW?,7,371
372,"iPad 2 Sold Out, 70% Went to New Buyers [REPORT] {link} #iPad being unloaded at #sxsw popup store.",18,372
373,Awesome!,1,373
374,"{link} Hey #sxsw exhibitors, why not capture your booth experience with a Retrollect disc?",14,374
375,Most popular disc wins iPad 2!,6,375
376,{link} Speaking of #sxsw: how about that #apple store on 6th and congress?,13,376
377,Wouldn't it be great if it were permanent....?,8,377
378,";) Have to say, pretty smart timing for #Apple to drop the #ipad2 right on top of #SXSW.",18,378
379,it's nearly all that anyones talking about.,7,379
380,Apple is opening a temporary store in downtown Austin for March 11 to accommodate #SXSW attendees.,16,380
381,God they are so fucking smart.,6,381
382,HA!,1,382
383,RT @mention ÛÏ@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;Û #Apple to Open Pop-Up Shop at SXSW {link} &lt;---cool concept but I wouldn't spend my #SXSW waiting for the #iPad2 Pretty excited about the Apple Pop Up Store coming to #SXSW {link} Trying 2 convince @mention 2 watch the launch of google Social network at #SXSW .,69,383
